3738944645.364	225.092	225.693	224.975	0.000	225.087	294.700	0.000	291.991	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.161	1.305	6.290	15721.459	-376.800	98.223	0.000	0.100	0.100	746.010	376.800	0.000	0.000	8.477	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738944693.364	225.068	225.689	224.957	0.000	225.076	294.677	0.000	292.007	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.142	1.305	3.719	15414.181	-376.800	93.216	0.000	0.100	0.100	742.100	376.800	0.000	0.000	4.363	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738944703.365	225.070	225.692	224.965	0.000	225.073	294.691	0.000	291.998	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.161	3.876	3.719	15414.181	-376.800	93.494	0.000	0.100	0.100	743.664	376.800	0.000	0.000	4.363	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738944713.366	225.082	225.675	224.969	0.000	225.067	294.687	0.000	291.989	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.161	3.876	3.719	15112.908	-376.800	93.030	0.000	0.100	0.100	750.701	376.800	0.000	0.000	4.363	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738944723.364	225.086	225.691	224.978	0.000	225.083	294.704	0.000	292.013	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.142	-1.266	3.719	15414.181	-376.800	93.540	0.000	0.100	0.100	742.101	376.800	0.000	0.000	3.849	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738944733.364	225.080	225.685	224.959	0.000	225.079	294.701	0.000	292.011	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.464	1.305	-1.422	14817.524	-376.800	92.798	0.000	0.100	0.100	747.574	376.800	0.000	0.000	3.335	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738944743.365	225.074	225.684	224.958	0.000	225.073	294.699	0.000	292.009	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.464	3.876	1.149	15414.181	-376.800	92.845	0.000	0.100	0.100	742.882	376.800	0.000	0.000	2.821	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738944753.364	225.080	225.689	224.975	0.000	225.087	294.705	0.000	292.000	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.161	3.876	6.290	15112.908	-376.800	93.123	0.000	0.100	0.100	747.574	376.800	0.000	0.000	2.307	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738944763.364	225.081	225.697	224.991	0.000	225.099	294.721	0.000	292.002	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.142	3.876	6.290	15414.181	-376.800	94.051	0.000	0.100	0.100	755.393	376.800	0.000	0.000	2.307	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738944773.366	225.104	225.693	224.984	0.000	225.086	294.711	0.000	292.002	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.142	3.876	3.719	15112.908	-376.800	93.402	0.000	0.100	0.100	746.792	376.800	0.000	0.000	3.335	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738944783.364	225.113	225.714	224.993	0.000	225.103	294.716	0.000	292.005	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.142	1.305	6.290	15112.908	-376.800	93.171	0.000	0.100	0.100	751.483	376.800	0.000	0.000	11.048	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738944793.365	225.129	225.714	224.995	0.000	225.109	294.715	0.000	292.007	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.161	3.876	1.149	14817.524	-376.800	92.985	0.000	0.100	0.100	746.792	376.800	0.000	0.000	10.534	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738944803.364	225.137	225.715	225.003	0.000	225.102	294.726	0.000	292.009	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.142	3.876	3.719	15112.908	-376.800	93.217	0.000	0.100	0.100	738.973	376.800	0.000	0.000	10.020	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738944813.364	225.137	225.724	225.011	0.000	225.105	294.735	0.000	292.015	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.464	3.876	1.149	15112.908	-376.800	92.939	0.000	0.100	0.100	746.792	376.800	0.000	0.000	9.505	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738944823.364	225.129	225.721	224.989	0.000	225.118	294.727	0.000	292.014	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.464	1.305	6.290	15112.908	-376.800	92.708	0.000	0.100	0.100	740.537	376.800	0.000	0.000	9.505	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738944833.364	225.140	225.737	225.011	0.000	225.115	294.738	0.000	292.022	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.161	3.876	1.149	15112.908	-376.800	93.356	0.000	0.100	0.100	747.574	376.800	0.000	0.000	8.991	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738944843.364	225.143	225.736	225.020	0.000	225.107	294.735	0.000	292.011	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.464	-1.266	8.861	15112.908	-376.800	93.308	0.000	0.100	0.100	741.318	376.800	0.000	0.000	8.477	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738944853.366	225.140	225.743	225.023	0.000	225.119	294.734	0.000	292.012	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.464	-1.266	3.719	15414.181	-376.800	92.798	0.000	0.100	0.100	738.973	376.800	0.000	0.000	7.963	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738944863.364	225.133	225.731	225.012	0.000	225.116	294.720	0.000	292.004	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.161	1.305	6.290	15112.908	-376.800	93.123	0.000	0.100	0.100	743.664	376.800	0.000	0.000	7.449	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738944873.365	225.134	225.730	224.998	0.000	225.119	294.730	0.000	292.019	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.161	3.876	6.290	15414.181	-376.800	93.587	0.000	0.100	0.100	746.010	376.800	0.000	0.000	6.934	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738944883.365	225.153	225.759	225.023	0.000	225.131	294.743	0.000	292.041	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.464	1.305	3.719	15112.908	-376.800	93.356	0.000	0.100	0.100	742.882	376.800	0.000	0.000	7.449	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738944893.365	225.138	225.737	225.018	0.000	225.119	294.733	0.000	292.027	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.161	1.305	3.719	15112.908	-376.800	92.430	0.000	0.100	0.100	750.702	376.800	0.000	0.000	6.420	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738944903.364	225.134	225.733	225.016	0.000	225.126	294.736	0.000	292.023	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.142	1.305	6.290	15414.181	-376.800	93.357	0.000	0.100	0.100	749.920	376.800	0.000	0.000	5.906	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738944913.365	225.126	225.732	225.009	0.000	225.121	294.733	0.000	292.032	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.445	3.876	6.290	15414.181	-376.800	93.032	0.000	0.100	0.100	746.010	376.800	0.000	0.000	5.392	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738944923.364	225.114	225.733	225.006	0.000	225.121	294.736	0.000	292.025	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.161	3.876	3.719	15112.908	-376.800	93.403	0.000	0.100	0.100	749.920	376.800	0.000	0.000	5.392	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738944933.364	225.115	225.727	224.998	0.000	225.115	294.737	0.000	292.029	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.142	1.305	6.290	15112.908	-376.800	93.728	0.000	0.100	0.100	742.883	376.800	0.000	0.000	4.878	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738944943.364	225.117	225.724	225.008	0.000	225.117	294.723	0.000	292.027	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.161	3.876	1.149	15112.908	-376.800	93.217	0.000	0.100	0.100	749.919	376.800	0.000	0.000	4.363	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738944953.364	225.122	225.744	225.008	0.000	225.122	294.733	0.000	292.031	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.445	-1.266	6.290	15112.908	-376.800	93.449	0.000	0.100	0.100	750.701	376.800	0.000	0.000	4.363	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738944963.364	225.112	225.731	225.002	0.000	225.107	294.738	0.000	292.024	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.464	6.446	3.719	15112.908	-376.800	92.985	0.000	0.100	0.100	752.266	376.800	0.000	0.000	3.335	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738944973.364	225.120	225.726	225.020	0.000	225.137	294.760	0.000	292.049	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.464	1.305	3.719	14817.524	-376.800	93.542	0.000	0.100	0.100	748.356	376.800	0.000	0.000	3.335	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738944983.365	225.110	225.725	225.006	0.000	225.119	294.744	0.000	292.043	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.464	1.305	3.719	15112.908	-376.800	92.940	0.000	0.100	0.100	743.664	376.800	0.000	0.000	2.307	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738944993.365	225.091	225.725	225.010	0.000	225.139	294.757	0.000	292.045	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.161	-1.266	3.719	14817.524	-376.800	93.356	0.000	0.100	0.100	747.574	376.800	0.000	0.000	1.792	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738945003.364	225.100	225.719	225.015	0.000	225.131	294.739	0.000	292.041	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.464	-1.266	1.149	14817.524	-376.800	92.799	0.000	0.100	0.100	747.574	376.800	0.000	0.000	2.307	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738945013.366	225.094	225.717	225.006	0.000	225.132	294.740	0.000	292.051	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.161	1.305	3.719	15112.908	-376.800	94.374	0.000	0.100	0.100	749.919	376.800	0.000	0.000	2.307	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738945023.364	225.093	225.726	225.020	0.000	225.131	294.746	0.000	292.054	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.161	1.305	6.290	14817.524	-376.800	93.355	0.000	0.100	0.100	749.919	376.800	0.000	0.000	9.505	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738945033.364	225.122	225.740	225.028	0.000	225.133	294.748	0.000	292.042	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.161	3.876	3.719	15112.908	-376.800	93.679	0.000	0.100	0.100	745.228	376.800	0.000	0.000	11.048	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738945043.366	225.133	225.741	225.037	0.000	225.148	294.761	0.000	292.051	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.161	1.305	1.149	15414.181	-376.800	92.752	0.000	0.100	0.100	739.754	376.800	0.000	0.000	10.534	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738945053.365	225.118	225.738	225.020	0.000	225.137	294.743	0.000	292.045	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.142	3.876	6.290	14527.913	-376.800	92.845	0.000	0.100	0.100	740.537	376.800	0.000	0.000	9.505	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738945063.364	225.117	225.732	225.016	0.000	225.159	294.746	0.000	292.054	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.161	1.305	1.149	15112.908	-376.800	92.752	0.000	0.100	0.100	749.919	376.800	0.000	0.000	9.505	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738945073.365	225.119	225.741	225.030	0.000	225.149	294.747	0.000	292.061	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.142	3.876	6.290	15112.908	-376.800	92.892	0.000	0.100	0.100	746.010	376.800	0.000	0.000	9.505	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738945083.365	225.129	225.754	225.040	0.000	225.165	294.740	0.000	292.058	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.464	-1.266	6.290	15414.181	-376.800	93.959	0.000	0.100	0.100	749.138	376.800	0.000	0.000	8.477	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738945093.364	225.151	225.777	225.054	0.000	225.173	294.745	0.000	292.066	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.161	3.876	3.719	14817.524	-376.800	93.589	0.000	0.100	0.100	746.010	376.800	0.000	0.000	8.477	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738945103.365	225.172	225.770	225.061	0.000	225.177	294.751	0.000	292.070	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.161	1.305	6.290	15112.908	-376.800	93.124	0.000	0.100	0.100	752.265	376.800	0.000	0.000	7.449	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738945113.364	225.157	225.776	225.057	0.000	225.164	294.749	0.000	292.052	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.161	3.876	6.290	14817.524	-376.800	93.169	0.000	0.100	0.100	748.356	376.800	0.000	0.000	7.449	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738945123.365	225.170	225.760	225.054	0.000	225.171	294.740	0.000	292.062	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.161	3.876	1.149	15112.908	-376.800	93.308	0.000	0.100	0.100	747.574	376.800	0.000	0.000	6.934	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738945133.365	225.149	225.758	225.042	0.000	225.155	294.732	0.000	292.055	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.464	1.305	1.149	14817.524	-376.800	93.215	0.000	0.100	0.100	743.664	376.800	0.000	0.000	7.449	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738945143.364	225.148	225.760	225.038	0.000	225.163	294.734	0.000	292.063	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.161	1.305	3.719	15112.908	-376.800	93.911	0.000	0.100	0.100	750.701	376.800	0.000	0.000	6.420	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738945153.364	225.127	225.750	225.032	0.000	225.151	294.730	0.000	292.073	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.161	3.876	3.719	14817.524	-376.800	94.189	0.000	0.100	0.100	749.919	376.800	0.000	0.000	5.906	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738945163.366	225.137	225.744	225.042	0.000	225.174	294.742	0.000	292.073	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.142	1.305	6.290	15112.908	-376.800	93.262	0.000	0.100	0.100	747.574	376.800	0.000	0.000	5.392	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738945173.364	225.124	225.754	225.050	0.000	225.171	294.732	0.000	292.078	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.464	1.305	6.290	15112.908	-376.800	92.429	0.000	0.100	0.100	750.702	376.800	0.000	0.000	4.363	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738945183.366	225.141	225.763	225.056	0.000	225.170	294.737	0.000	292.081	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.142	3.876	3.719	14817.524	-376.800	93.727	0.000	0.100	0.100	748.356	376.800	0.000	0.000	4.878	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
3738945193.365	225.137	225.775	225.062	0.000	225.178	294.745	0.000	292.073	0.000	155.000	163.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.142	1.305	6.290	14817.524	-376.800	93.125	0.000	0.100	0.100	746.792	376.800	0.000	0.000	4.363	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
