3730829664.012	293.177	293.326	293.072	0.000	293.078	0.000	293.023	292.753	0.000	155.000	166.000	0.000	0.000	0.000	0.000	293.079	0.000	0.000	0.000	0.000	0.161	3.876	1.149	1.500	-376.800	89.833	0.000	0.100	0.100	756.176	376.800	0.000	0.000	850.744	0.000	0.000	0.000	1.000	111.700	8.300	28.200	-1.300	-23.700	164.600	-9.200
3730829702.714	293.199	293.317	293.063	0.000	293.074	0.000	293.026	292.749	0.000	155.000	166.000	0.000	0.000	0.000	0.000	293.091	0.000	0.000	0.000	0.000	-0.142	1.305	1.149	1.442	-376.800	92.893	0.000	0.100	0.100	763.213	376.800	0.000	0.000	852.801	0.000	0.000	0.000	1.000	116.800	7.700	27.700	-1.300	-23.700	164.600	-9.200
3730829704.713	293.191	293.328	293.066	0.000	293.063	0.000	293.016	292.745	0.000	155.000	166.000	0.000	0.000	0.000	0.000	293.076	0.000	0.000	0.000	0.000	-0.142	-1.266	1.149	1.500	-376.800	93.402	0.000	0.100	0.100	758.522	376.800	0.000	0.000	871.827	0.000	0.000	0.000	1.000	109.700	7.700	28.200	-0.900	-23.100	164.600	-9.700
3730829707.714	293.195	293.326	293.067	0.000	293.074	0.000	293.023	292.749	0.000	155.000	166.000	0.000	0.000	0.000	0.000	293.079	0.000	0.000	0.000	0.000	-0.142	1.305	1.149	1.500	-376.800	92.985	0.000	0.100	0.100	761.648	376.800	0.000	0.000	858.457	0.000	0.000	0.000	1.000	116.100	7.700	27.700	-0.900	-23.700	164.600	-9.200
3730829710.716	293.192	293.326	293.066	0.000	293.066	0.000	293.016	292.752	0.000	155.000	166.000	0.000	0.000	0.000	0.000	293.079	0.000	0.000	0.000	0.000	0.161	1.305	3.719	1.470	-376.800	93.356	0.000	0.100	0.100	756.175	376.800	0.000	0.000	837.889	0.000	0.000	0.000	1.000	111.700	7.700	27.700	-1.300	-23.700	164.600	-9.200
3730829713.715	293.180	293.321	293.062	0.000	293.068	0.000	293.018	292.738	0.000	155.000	166.000	0.000	0.000	0.000	0.000	293.072	0.000	0.000	0.000	0.000	-0.142	-1.266	3.719	1.470	-376.800	93.217	0.000	0.100	0.100	756.957	376.800	0.000	0.000	866.170	0.000	0.000	0.000	1.000	111.000	8.300	27.700	-1.300	-23.700	164.600	-9.700
3730829716.714	293.179	293.321	293.059	0.000	293.070	0.000	293.027	292.751	0.000	155.000	166.000	0.000	0.000	0.000	0.000	293.070	0.000	0.000	0.000	0.000	0.161	-1.266	1.149	1.442	-376.800	93.309	0.000	0.100	0.100	759.303	376.800	0.000	0.000	869.255	0.000	0.000	0.000	1.000	118.000	8.300	27.700	-0.900	-23.700	164.600	-9.200
3730829719.714	293.189	293.333	293.070	0.000	293.074	0.000	293.016	292.748	0.000	155.000	166.000	0.000	0.000	0.000	0.000	293.074	0.000	0.000	0.000	0.000	0.161	1.305	1.149	1.442	-376.800	92.475	0.000	0.100	0.100	758.522	376.800	0.000	0.000	830.690	0.000	0.000	0.000	1.000	115.500	8.300	27.400	-0.900	-23.700	164.600	-9.200
3730829722.713	293.187	293.323	293.067	0.000	293.068	0.000	293.016	292.735	0.000	155.000	166.000	0.000	0.000	0.000	0.000	293.069	0.000	0.000	0.000	0.000	-0.142	1.305	6.290	1.500	-376.800	93.124	0.000	0.100	0.100	764.776	376.800	0.000	0.000	860.000	0.000	0.000	0.000	1.000	109.700	8.300	27.400	-1.300	-23.700	164.600	-9.700
3730829725.715	293.194	293.334	293.072	0.000	293.077	0.000	293.016	292.748	0.000	155.000	166.000	0.000	0.000	0.000	0.000	293.083	0.000	0.000	0.000	0.000	-0.142	-1.266	3.719	1.470	-376.800	92.800	0.000	0.100	0.100	753.830	376.800	0.000	0.000	880.568	0.000	0.000	0.000	1.000	112.300	7.700	27.700	-0.900	-23.700	164.600	-9.200
3730829728.713	293.196	293.329	293.073	0.000	293.075	0.000	293.028	292.754	0.000	155.000	166.000	0.000	0.000	0.000	0.000	293.078	0.000	0.000	0.000	0.000	-0.142	3.876	1.149	1.500	-376.800	93.217	0.000	0.100	0.100	757.739	376.800	0.000	0.000	827.091	0.000	0.000	0.000	1.000	112.300	7.700	27.400	-0.900	-23.700	164.600	-9.200
