3730739199.648	292.110	292.326	292.065	0.000	292.022	0.000	291.967	291.680	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.006	0.000	0.000	0.000	0.000	0.161	1.305	-1.422	0.174	-376.800	86.867	0.000	0.100	0.100	763.213	376.800	0.000	0.000	848.173	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739236.723	292.114	292.331	292.061	0.000	292.021	0.000	291.973	291.681	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.002	0.000	0.000	0.000	0.000	-0.142	-1.266	1.149	0.178	-376.800	92.430	0.000	0.100	0.100	760.868	376.800	0.000	0.000	821.434	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739239.722	292.117	292.329	292.056	0.000	292.016	0.000	291.972	291.680	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.010	0.000	0.000	0.000	0.000	-0.142	1.305	3.719	0.174	-376.800	92.986	0.000	0.100	0.100	763.995	376.800	0.000	0.000	849.716	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739242.724	292.110	292.333	292.063	0.000	292.020	0.000	291.969	291.691	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.009	0.000	0.000	0.000	0.000	0.161	-1.266	6.290	0.174	-376.800	92.662	0.000	0.100	0.100	756.958	376.800	0.000	0.000	869.770	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739245.722	292.130	292.335	292.073	0.000	292.032	0.000	291.978	291.688	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.017	0.000	0.000	0.000	0.000	0.161	-1.266	-1.422	0.178	-376.800	93.218	0.000	0.100	0.100	763.213	376.800	0.000	0.000	817.835	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739248.722	292.114	292.326	292.059	0.000	292.016	0.000	291.966	291.677	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.011	0.000	0.000	0.000	0.000	-0.142	1.305	6.290	0.174	-376.800	93.357	0.000	0.100	0.100	766.341	376.800	0.000	0.000	844.574	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739251.724	292.099	292.318	292.048	0.000	292.015	0.000	291.956	291.665	0.000	155.000	166.000	0.000	0.000	0.000	0.000	291.996	0.000	0.000	0.000	0.000	0.161	-1.266	3.719	0.181	-376.800	92.847	0.000	0.100	0.100	753.048	376.800	0.000	0.000	872.341	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739254.724	292.108	292.324	292.065	0.000	292.013	0.000	291.974	291.687	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.003	0.000	0.000	0.000	0.000	-0.142	-1.266	6.290	0.178	-376.800	93.125	0.000	0.100	0.100	760.085	376.800	0.000	0.000	828.119	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739257.722	292.121	292.334	292.057	0.000	292.029	0.000	291.970	291.675	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.004	0.000	0.000	0.000	0.000	0.161	3.876	3.719	0.181	-376.800	93.078	0.000	0.100	0.100	762.431	376.800	0.000	0.000	838.403	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739260.722	292.124	292.323	292.054	0.000	292.014	0.000	291.972	291.682	0.000	155.000	166.000	0.000	0.000	0.000	0.000	291.999	0.000	0.000	0.000	0.000	-0.142	1.305	3.719	0.174	-376.800	92.800	0.000	0.100	0.100	758.521	376.800	0.000	0.000	866.684	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739263.724	292.117	292.326	292.060	0.000	292.014	0.000	291.966	291.674	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.005	0.000	0.000	0.000	0.000	0.161	-1.266	3.719	0.171	-376.800	92.985	0.000	0.100	0.100	763.213	376.800	0.000	0.000	838.917	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739266.722	292.120	292.324	292.056	0.000	292.015	0.000	291.965	291.683	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.007	0.000	0.000	0.000	0.000	0.161	-1.266	1.149	0.174	-376.800	92.939	0.000	0.100	0.100	763.995	376.800	0.000	0.000	832.233	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739269.722	292.122	292.329	292.067	0.000	292.015	0.000	291.969	291.670	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.009	0.000	0.000	0.000	0.000	0.161	-1.266	1.149	0.178	-376.800	93.031	0.000	0.100	0.100	764.777	376.800	0.000	0.000	861.542	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739272.722	292.114	292.322	292.058	0.000	292.021	0.000	291.968	291.669	0.000	155.000	166.000	0.000	0.000	0.000	0.000	291.998	0.000	0.000	0.000	0.000	-0.142	3.876	-1.422	0.171	-376.800	93.077	0.000	0.100	0.100	760.867	376.800	0.000	0.000	849.202	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739275.724	292.118	292.326	292.062	0.000	292.017	0.000	291.971	291.681	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.003	0.000	0.000	0.000	0.000	0.161	1.305	-1.422	0.174	-376.800	92.706	0.000	0.100	0.100	762.431	376.800	0.000	0.000	827.091	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739278.722	292.126	292.341	292.069	0.000	292.025	0.000	291.972	291.684	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.023	0.000	0.000	0.000	0.000	-0.142	1.305	3.719	0.174	-376.800	92.706	0.000	0.100	0.100	763.994	376.800	0.000	0.000	855.372	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739281.722	292.121	292.326	292.067	0.000	292.021	0.000	291.971	291.677	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.012	0.000	0.000	0.000	0.000	0.161	3.876	1.149	0.168	-376.800	93.355	0.000	0.100	0.100	760.867	376.800	0.000	0.000	859.486	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739284.722	292.129	292.326	292.068	0.000	292.028	0.000	291.969	291.678	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.021	0.000	0.000	0.000	0.000	0.161	1.305	1.149	0.174	-376.800	93.077	0.000	0.100	0.100	765.558	376.800	0.000	0.000	821.434	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739287.723	292.123	292.334	292.059	0.000	292.027	0.000	291.966	291.682	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.015	0.000	0.000	0.000	0.000	0.464	-1.266	1.149	0.171	-376.800	92.752	0.000	0.100	0.100	760.868	376.800	0.000	0.000	849.716	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739290.723	292.140	292.335	292.070	0.000	292.024	0.000	291.979	291.680	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.019	0.000	0.000	0.000	0.000	-0.142	-1.266	6.290	0.174	-376.800	92.892	0.000	0.100	0.100	763.213	376.800	0.000	0.000	869.770	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739293.724	292.132	292.333	292.064	0.000	292.026	0.000	291.978	291.678	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.014	0.000	0.000	0.000	0.000	-0.142	3.876	1.149	0.178	-376.800	92.568	0.000	0.100	0.100	761.650	376.800	0.000	0.000	817.835	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739296.723	292.127	292.333	292.061	0.000	292.019	0.000	291.973	291.677	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.012	0.000	0.000	0.000	0.000	-0.142	1.305	-1.422	0.181	-376.800	93.032	0.000	0.100	0.100	767.122	376.800	0.000	0.000	844.574	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739299.723	292.129	292.320	292.060	0.000	292.015	0.000	291.978	291.670	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.018	0.000	0.000	0.000	0.000	0.464	3.876	1.149	0.178	-376.800	93.125	0.000	0.100	0.100	767.123	376.800	0.000	0.000	870.798	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739302.722	292.131	292.330	292.071	0.000	292.042	0.000	291.979	291.684	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.025	0.000	0.000	0.000	0.000	-0.142	3.876	3.719	0.181	-376.800	92.986	0.000	0.100	0.100	760.085	376.800	0.000	0.000	827.605	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739305.723	292.131	292.327	292.064	0.000	292.022	0.000	291.973	291.674	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.015	0.000	0.000	0.000	0.000	-0.142	-1.266	3.719	0.178	-376.800	92.522	0.000	0.100	0.100	763.213	376.800	0.000	0.000	838.917	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739308.723	292.119	292.333	292.056	0.000	292.015	0.000	291.965	291.656	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.009	0.000	0.000	0.000	0.000	-0.142	1.305	1.149	0.174	-376.800	92.476	0.000	0.100	0.100	763.995	376.800	0.000	0.000	866.684	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739311.723	292.127	292.327	292.065	0.000	292.019	0.000	291.970	291.669	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.020	0.000	0.000	0.000	0.000	-0.142	1.305	3.719	0.178	-376.800	93.263	0.000	0.100	0.100	766.340	376.800	0.000	0.000	838.403	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739314.722	292.130	292.334	292.050	0.000	292.030	0.000	291.975	291.671	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.017	0.000	0.000	0.000	0.000	-0.142	-1.266	-1.422	0.174	-376.800	92.846	0.000	0.100	0.100	759.303	376.800	0.000	0.000	832.747	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739317.722	292.126	292.326	292.049	0.000	292.012	0.000	291.964	291.670	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.017	0.000	0.000	0.000	0.000	-0.142	-1.266	3.719	0.174	-376.800	93.217	0.000	0.100	0.100	763.994	376.800	0.000	0.000	861.028	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739320.722	292.120	292.335	292.066	0.000	292.025	0.000	291.967	291.669	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.012	0.000	0.000	0.000	0.000	0.161	3.876	3.719	0.178	-376.800	93.865	0.000	0.100	0.100	767.122	376.800	0.000	0.000	848.687	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739323.722	292.124	292.336	292.059	0.000	292.029	0.000	291.977	291.676	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.019	0.000	0.000	0.000	0.000	0.161	-1.266	1.149	0.181	-376.800	93.123	0.000	0.100	0.100	761.649	376.800	0.000	0.000	826.577	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739326.722	292.130	292.338	292.070	0.000	292.027	0.000	291.979	291.679	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.025	0.000	0.000	0.000	0.000	-0.142	-1.266	-1.422	0.178	-376.800	92.984	0.000	0.100	0.100	756.176	376.800	0.000	0.000	854.858	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739329.723	292.121	292.329	292.059	0.000	292.022	0.000	291.973	291.666	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.016	0.000	0.000	0.000	0.000	0.161	-1.266	1.149	0.174	-376.800	92.706	0.000	0.100	0.100	763.213	376.800	0.000	0.000	859.486	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739332.723	292.128	292.339	292.061	0.000	292.025	0.000	291.982	291.668	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.024	0.000	0.000	0.000	0.000	-0.445	-1.266	3.719	0.181	-376.800	92.149	0.000	0.100	0.100	762.431	376.800	0.000	0.000	820.920	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739335.722	292.128	292.331	292.066	0.000	292.030	0.000	291.979	291.669	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.016	0.000	0.000	0.000	0.000	0.161	1.305	1.149	0.178	-376.800	92.937	0.000	0.100	0.100	760.085	376.800	0.000	0.000	849.202	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739338.724	292.122	292.326	292.053	0.000	292.016	0.000	291.973	291.672	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.019	0.000	0.000	0.000	0.000	0.161	-1.266	1.149	0.174	-376.800	93.030	0.000	0.100	0.100	766.340	376.800	0.000	0.000	871.312	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739341.722	292.130	292.334	292.060	0.000	292.018	0.000	291.970	291.669	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.022	0.000	0.000	0.000	0.000	-0.142	1.305	6.290	0.178	-376.800	92.242	0.000	0.100	0.100	761.649	376.800	0.000	0.000	818.863	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739344.723	292.128	292.330	292.069	0.000	292.021	0.000	291.970	291.675	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.024	0.000	0.000	0.000	0.000	0.161	-1.266	3.719	0.168	-376.800	92.752	0.000	0.100	0.100	758.522	376.800	0.000	0.000	844.574	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739347.722	292.131	292.336	292.063	0.000	292.035	0.000	291.983	291.685	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.027	0.000	0.000	0.000	0.000	0.464	1.305	6.290	0.178	-376.800	93.031	0.000	0.100	0.100	754.612	376.800	0.000	0.000	871.827	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739350.723	292.133	292.335	292.066	0.000	292.032	0.000	291.972	291.682	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.023	0.000	0.000	0.000	0.000	-0.142	1.305	-1.422	0.181	-376.800	93.077	0.000	0.100	0.100	759.304	376.800	0.000	0.000	828.633	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739353.722	292.125	292.332	292.074	0.000	292.033	0.000	291.979	291.689	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.023	0.000	0.000	0.000	0.000	-0.142	-1.266	6.290	0.189	-376.800	93.309	0.000	0.100	0.100	758.521	376.800	0.000	0.000	838.403	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739356.722	292.121	292.327	292.053	0.000	292.013	0.000	291.970	291.666	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.007	0.000	0.000	0.000	0.000	-0.142	1.305	3.719	0.178	-376.800	92.892	0.000	0.100	0.100	763.995	376.800	0.000	0.000	866.170	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739359.722	292.136	292.343	292.055	0.000	292.027	0.000	291.984	291.681	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.015	0.000	0.000	0.000	0.000	0.161	1.305	1.149	0.171	-376.800	92.476	0.000	0.100	0.100	763.995	376.800	0.000	0.000	838.917	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739362.723	292.126	292.331	292.069	0.000	292.023	0.000	291.980	291.683	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.021	0.000	0.000	0.000	0.000	-0.142	-1.266	1.149	0.174	-376.800	92.661	0.000	0.100	0.100	763.995	376.800	0.000	0.000	832.233	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739365.722	292.138	292.338	292.073	0.000	292.029	0.000	291.984	291.687	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.009	0.000	0.000	0.000	0.000	-0.142	3.876	1.149	0.178	-376.800	93.357	0.000	0.100	0.100	761.649	376.800	0.000	0.000	860.514	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739368.723	292.122	292.320	292.057	0.000	292.021	0.000	291.976	291.675	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.002	0.000	0.000	0.000	0.000	-0.142	-1.266	3.719	0.181	-376.800	93.264	0.000	0.100	0.100	760.085	376.800	0.000	0.000	850.744	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739371.722	292.135	292.331	292.061	0.000	292.040	0.000	291.984	291.683	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.022	0.000	0.000	0.000	0.000	-0.142	-1.266	3.719	0.185	-376.800	92.939	0.000	0.100	0.100	757.740	376.800	0.000	0.000	826.062	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739374.722	292.130	292.330	292.054	0.000	292.023	0.000	291.972	291.675	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.006	0.000	0.000	0.000	0.000	-0.142	1.305	3.719	0.174	-376.800	93.217	0.000	0.100	0.100	757.740	376.800	0.000	0.000	854.858	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
3730739377.724	292.133	292.332	292.074	0.000	292.032	0.000	291.980	291.685	0.000	155.000	166.000	0.000	0.000	0.000	0.000	292.022	0.000	0.000	0.000	0.000	-0.142	3.876	1.149	0.171	-376.800	93.356	0.000	0.100	0.100	770.250	376.800	0.000	0.000	861.542	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
